"city","country","address","latitude","longitude","co2_kg","distance_km","plane trips_amount","train trips_amount"
"Hamburg"," Germany","Hamburg, Germany","53.5437641","10.0099133","1499.46","7095.884","1","0"
"Bremerhaven"," Germany","Bremerhaven, Free Hanseatic City of Bremen, Germany","53.5522264","8.5865509","7541.354","34818.271","5","0"
