"city","country","address","latitude","longitude","co2_kg","distance_km","plane trips_amount","train trips_amount"
"Berlin"," Germany","Berlin, 10117, Germany","52.5170365","13.3888599","3022.458","14413.103","2","0"
"Bremen"," Germany","Bremen, Free Hanseatic City of Bremen, Germany","53.0758196","8.8071646","16421.264","75066.068","11","0"
"Bremerhaven"," Germany","Bremerhaven, Free Hanseatic City of Bremen, Germany","53.5522264","8.5865509","31476.552","144454.749","21","0"
